Voter_ID,Project_ID,Title,Vote,Funded,Amount_Paid_CHF,Budget_Before_Step_CHF,Budget_After_Step_CHF,Voter_Endowment,Individual_Outcome_Reason_DE,Individual_Outcome_Reason_EN
JAM,116,"Boomerang ""alles kommt zurück""",EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt ""Boomerang 'alles kommt zurueck'"" (116) kostet 9600 CHF und wurde nur von 2 Personen unterstuetzt. Bei der Vergabe der MES-Gelder wurden zuerst Projekte mit mehr Unterstuetzung und passend zu den verfuegbaren Budgets beruecksichtigt. Dein persoenliches Budget war bereits bei 0.0 CHF, darum konntest du nichts mehr zu den 9600 CHF beitragen. Weil insgesamt zu wenig Unterstuetzung zusammenkam und das Geld fuer andere Projekte verwendet wurde, reichte es nicht, um das Projekt mit nur 2 Unterstuetzern zu finanzieren.","The project ""Boomerang 'alles kommt zurueck'"" (116) costs 9600 CHF and was supported by only 2 people. In the MES funding process, projects with more support and better fit to the available budgets were prioritised. Your personal budget was already at 0.0 CHF, so you could not contribute anything to the 9600 CHF. Because there was too little overall support and the available funds were used for other projects, it was not enough to fund this project with only 2 supporters."
RIM,095,Laternenumzug,Ja,Yes,760.0,7539.0,6779.0,7539.0,,
RIM,019,Winterthur Unplugged Festival,Ja,Yes,1375.0,6779.0,5404.0,7539.0,,
RIM,126,Kulturbegleitung OnThur,Ja,Yes,5403.0,5404.0,1.0,7539.0,,
RIM,129,"""Vitodura zu Besuch"" - Szenischer Vortrag (Arbeitstitel)",EherJa,Yes,1.0,1.0,0.0,7539.0,,
RIM,045,Don't be Cool – be Warm!,Ja,No,0.0,0.0,0.0,7539.0,Das Projekt 'Don't be Cool – be Warm!' (045) kostet 20000 CHF und hat 4 Unterstuetzerinnen und Unterstuetzer. Dein uebriger Betrag zum Abstimmen ist aber 0.0 CHF. Darum konnte das MES dein Budget nicht mehr fuer dieses Projekt einsetzen und es wurde nicht finanziert.,"The project 'Don't be Cool – be Warm!' (045) costs 20000 CHF and has 4 supporters. But your remaining voting budget is 0.0 CHF. Because of that, the MES could not allocate any of your budget to this project, so it was not funded."
RIM,081,Die grösste Wandzeitung Winterthurs,EherJa,No,0.0,0.0,0.0,7539.0,"RIM, das Projekt 'Die groesste Wandzeitung Winterthurs' (081) kostet 7330 CHF und hatte 4 Unterstuetzerinnen und Unterstuetzer. Dein persoenliches Budget war aber bereits voll aufgebraucht (0.0 CHF uebrig). Darum konntest du diesem Projekt kein Geld mehr zuteilen, und es konnte vom MES nicht finanziert werden.","RIM, the project 'Die groesste Wandzeitung Winterthurs' (081) costs 7330 CHF and had 4 supporters. However, your personal budget was already fully used up (0.0 CHF left). So you could not allocate any more money to this project, and therefore it was not funded by the MES."
RIM,094,Slamstörung – Poetry Slam x Mental Health,EherJa,No,0.0,0.0,0.0,7539.0,"Projekt 094 'Slamstörung – Poetry Slam x Mental Health' wurde nicht vom MES finanziert, weil es 18300 CHF kostet, aber nur 5 Unterstuetzerinnen und Unterstuetzer gefunden hat. Mit so wenigen Stimmen reicht das Verhaeltnis von Kosten zu Unterstuetzung nicht aus im Vergleich zu anderen Projekten. Ausserdem ist dein persoenliches Budget bereits aufgebraucht (0.0 CHF), darum konntest du dieses Projekt nicht weiter mitfinanzieren.","Project 094 'Slamstörung – Poetry Slam x Mental Health' was not funded by the MES because it costs 18300 CHF but only has 5 supporters. With so few backers, the balance between cost and support is not strong enough compared with other projects. In addition, your personal budget is already used up (0.0 CHF), so you could not contribute further to this project."
RIM,104,Kreativwerkstatt,EherJa,No,0.0,0.0,0.0,7539.0,Das Projekt „Kreativwerkstatt“ (104) kostet 30724 CHF und wurde von 5 Personen unterstuetzt. Du hast aber dein ganzes Budget schon ausgeschoepft (0.0 CHF uebrig). Darum konntest du diesem Projekt kein Geld mehr zuweisen und es wurde in deiner Auswahl nicht vom MES mitfinanziert.,"The project “Kreativwerkstatt” (104) costs 30724 CHF and was supported by 5 people. However, you had already used up all your budget (0.0 CHF left). Therefore you could not allocate any money to this project, and it was not funded by the MES in your selection."
RIM,033,"Tatort Töss – Ein interaktiver Kinderkrimi zum lesen, entdecken und ermitteln im Stadtraum Töss",EherJa,No,0.0,0.0,0.0,7539.0,"RIM, dini Mittel sind scho komplett uusegäh – du hesch kei Budget meh frei gha, drum hesch du selber nüt meh chönne für „Tatort Töss – Ein interaktiver Kinderkrimi zum lesen, entdecken und ermitteln im Stadtraum Töss“ (033) iisetze. S Projekt isch insgesamt relativ teuer gsi mit 14000 CHF, aber nume 4 Unterstützerinne und Unterstützer händ das Projekt gwählt. Im Vergläich zu andere Idee isch so e chliini Unterstützerzahl bi dem Betrag z wenig gsi. Drum isch s Projekt am Schluss nöd i d Förderrund cho und vom MES nöd finanziert worde.","RIM, your personal budget was already fully used – you had no money left to allocate, so you couldn’t assign anything more to “Tatort Töss – Ein interaktiver Kinderkrimi zum lesen, entdecken und ermitteln im Stadtraum Töss” (033). The project also had a relatively high cost of 14000 CHF, but only 4 supporters chose it. Compared to other ideas, that’s very few supporters for that amount of money. Because of this combination, the project did not make it into the funded list and was not financed by the MES."
RIM,008,Clay connection - gemeinsam töpfern.,EherJa,No,0.0,0.0,0.0,7539.0,"RIM, das Projekt 'Clay connection - gemeinsam töpfern.' (008) konnte vom MES nicht unterstuetzt werden. Der Grund: Es kostet 10400 CHF und hatte nur 3 Unterstuetzerinnen und Unterstuetzer. Damit war das Interesse im Vergleich zu den Kosten zu klein. Ausserdem ist dein persoenliches Budget bereits aufgebraucht (du hast 0.0 CHF uebrig) und du konntest dem Projekt nichts mehr zuteilen.","RIM, the project 'Clay connection - gemeinsam töpfern.' (008) could not be funded by the MES. The reason: it costs 10400 CHF and had only 3 supporters. Compared to the costs, the level of support was too low. In addition, your personal budget is already used up (you have 0.0 CHF left), so you could not allocate anything to this project."
RIM,030,"rooting for me, for you",EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt 'rooting for me, for you' (030) kostet 8000 CHF und hatte nur 4 Unterstuetzerinnen und Unterstuetzer. Deine persoenliche Mittel waren bereits ganz aufgebraucht (dein verbleibendes Budget war 0.0 CHF). Darum konntest du selber nichts mehr dazu beitragen, und insgesamt reichte Unterstuetzung und Budget nicht aus, damit das MES dieses Projekt finanzieren konnte.","The project 'rooting for me, for you' (030) costs 8000 CHF and had support from only 4 people. Your personal funds were already fully used up (your remaining budget was 0.0 CHF). Because of this, you could not contribute anything more, and overall the available support and budget were not enough for MES to fund this project."
RIM,089,Winterthurer Druckwoche,Ja,No,0.0,0.0,0.0,7539.0,"RIM, s Projekt 'Winterthurer Druckwoche' het 15000 CHF koschtet, isch aber nur vo 3 Lüüt unterstüzt worde. D MES het Projekt bevorzugt, wo meh Unterstützig überchoo hend und besser i s gsamt Budget passt hend. Du hesch aktuell kei Budget meh frei (0.0 CHF), drum hesch au selber nüt chöne dezue biitrage, und s Projekt het so zwenig Rückhalt gha, dass s nid is Förderset cho isch.","RIM, the project 'Winterthurer Druckwoche' cost 15000 CHF, but it was only supported by 3 people. MES prioritized projects that had more backing and fit better into the overall budget. You also have no remaining budget (0.0 CHF), so you could not contribute anything yourself, and with such low support the project did not make it into the funded set."
RIM,090,Charo – Kenya-Tag Winterthur ,EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt 'Charo – Kenya-Tag Winterthur ' (090) kostet 25486 CHF und hatte nur 3 supporters. Du als RIM hesch dä ganz Budget scho ufbroot, drum sind kei Mittel meh frei gsi. Will dis verfügbares Geld bi 0.0 CHF gläge isch, hesch du nüt meh chönne i das Projekt investiere, und so isches vom MES nöd berücksichtigt worde.","The project 'Charo – Kenya Day Winterthur' (090) costs 25486 CHF and had only 3 supporters. As voter RIM, you had already fully used up your budget, so there was no money left. Since your remaining budget was 0.0 CHF, you could not allocate anything to this project, and therefore it was not funded by the MES."
RIM,067,Inklusive Trommelgruppe mit Gebärdensprache-Übersetzung ,EherJa,No,0.0,0.0,0.0,7539.0,"Liebi RIM, dis Lieblingsprojekt 'Inklusive Trommelgruppe mit Gebärdensprache-Übersetzung' (067) het 12400 CHF koschtet und isch bisher nur vo 6 Lüüt unterstützt worde. Will dini ganzes Budget scho ufbracht isch (du hesch 0.0 CHF übrige gha), hesch leider nüm chöne en Teil dinere Stimme i das Projekt investiere. Drum isch s vom MES nöd berücksichtigt worde.","Dear RIM, your preferred project 'Inclusive Drum Group with Sign Language Translation' (067) cost 12400 CHF and so far only had the support of 6 people. Since your full budget was already spent (you had 0.0 CHF left), you could not allocate any of your vote to this project. For that reason, it was not funded by the MES."
MAH,095,Laternenumzug,EherJa,Yes,380.0,7539.0,7159.0,7539.0,,
MAH,056,ANTE,EherJa,Yes,625.0,7159.0,6534.0,7539.0,,
MAH,129,"""Vitodura zu Besuch"" - Szenischer Vortrag (Arbeitstitel)",EherJa,Yes,1999.75,6534.0,4534.25,7539.0,,
MAH,040,15 Jahre Theater Ariane – wir feiern einen Begegnungsort,EherJa,Yes,4061.25,4534.25,473.0,7539.0,,
MAH,094,Slamstörung – Poetry Slam x Mental Health,EherJa,No,0.0,473.0,473.0,7539.0,Das Projekt 'Slamstörung – Poetry Slam x Mental Health' (094) kostet 18300 CHF und hatte nur 5 Unterstuetzerinnen und Unterstuetzer. Mit deinem uebrigen Budget von 473.0 CHF konntest du dieses Projekt nicht mehr voll finanzieren. Gleichzeitig standen andere Projekte mit mehr Unterstuetzung oder besserer Passung zu deinem Budget zur Auswahl. Darum wurde dieses Projekt von deinen vergebenen Stimmen und Mitteln nicht beruecksichtigt.,"The project 'Slamstörung – Poetry Slam x Mental Health' (094) costs 18300 CHF and had only 5 supporters. With your remaining budget of 473.0 CHF, you could no longer fully fund this project. At the same time, other projects with more support or a better fit to your budget were available. Therefore, this project was not included in the allocation of your votes and funds."
MAH,104,Kreativwerkstatt,EherJa,No,0.0,473.0,473.0,7539.0,"Liebi/r MAH, s Projekt 'Kreativwerkstatt' (104) het 30724 CHF koschtet, aber nume 5 Supporter gha. Will din verblibender Budgetbetrag vo 473.0 CHF im Verglich zur Projektkoschte sehr chli isch und au weni Lüüt s Projekt unterstützt hend, isch es bim MES nöd zur Uuswah cho und drum nöd finanziert worde.","Dear MAH, the project 'Kreativwerkstatt' (104) cost 30,724 CHF but had only 5 supporters. Since your remaining budget of 473.0 CHF is very small compared to the project cost and the project also had very few supporters overall, it was not selected by the MES and therefore was not funded."
MAH,012,Tanzfest Winterthur 2026,EherJa,No,0.0,473.0,473.0,7539.0,"Das Projekt 'Tanzfest Winterthur 2026' (012) kostet 24000 CHF und hat nur 4 Unterstuetzerinnen und Unterstuetzer. Mit deinem restlichen Budget von 473.0 CHF kann dein Beitrag darum nur einen sehr kleinen Teil der Kosten decken. Die MES foerdert vor allem Projekte, die von mehr Leuten getragen werden oder mit dem vorhandenen Geld realistischerweise finanzierbar sind. Darum wurde dieses Projekt nicht beruecksichtigt, obwohl es inhaltlich spannend sein kann.","The project 'Tanzfest Winterthur 2026' (012) costs 24000 CHF and has only 4 supporters. With your remaining budget of 473.0 CHF, your contribution can cover only a very small part of the costs. MES focuses on projects that are backed by more people or that can realistically be financed with the available funds. For this reason, this project was not funded, even if it might be interesting in terms of content."
MAH,033,"Tatort Töss – Ein interaktiver Kinderkrimi zum lesen, entdecken und ermitteln im Stadtraum Töss",EherJa,No,0.0,473.0,473.0,7539.0,"Das Projekt 'Tatort Töss – Ein interaktiver Kinderkrimi zum lesen, entdecken und ermitteln im Stadtraum Töss' (033) kostet 14000 CHF und hatte 4 Unterstuetzerinnen und Unterstuetzer. Dein uebriger Stimmbetrag von 473.0 CHF haette also nicht gereicht, um dieses Projekt allein zu finanzieren. Weil es insgesamt zu wenig finanzielle Unterstuetzung und nur 4 Personen gab, die das Projekt mit ihrem Budget mitgetragen haben, wurde es im Vergleich zu anderen Projekten mit mehr Rueckhalt nicht beruecksichtigt.","The project 'Tatort Töss – An interactive children’s crime story to read, discover and investigate in the Töss urban area' (033) costs 14000 CHF and had 4 supporters. Your remaining voting budget of 473.0 CHF was therefore not enough to finance this project on its own. Because there was too little overall financial support and only 4 people chose to back it with their budgets, it was not selected compared to other projects that had more backing."
MAH,112,Kulturnacht geht raus | Die Stadt ist unsere Bühne,EherJa,No,0.0,473.0,473.0,7539.0,"Das Projekt 'Kulturnacht geht raus | Die Stadt ist unsere Bühne' (112) kostet 20000 CHF und hatte nur 4 Unterstuetzerinnen und Unterstuetzer. Mit deinem verbleibenden Budget von 473.0 CHF haettest du den Betrag nicht decken koennen. Ausserdem werden bei MES zuerst Projekte gefoerdert, die mit weniger Geld mehr Leute erreichen oder deutlich mehr Unterstuetzung erhalten. Darum ist dieses Projekt in der Auswahl leer ausgegangen.","The project 'Kulturnacht geht raus | Die Stadt ist unsere Bühne' (112) costs 20000 CHF and had only 4 supporters. With your remaining budget of 473.0 CHF, you could not cover that amount. In addition, MES tends to fund projects that reach more people with less money or that receive clearly higher support. For these reasons, this project was not funded."
MAH,031,Rampensau,EherJa,No,0.0,473.0,473.0,7539.0,"Das Projekt 'Rampensau' (031) kostet 15000 CHF, hatte aber nur 3 Unterstuetzerinnen und Unterstuetzer. Mit deinem restlichen Budget von 473.0 CHF haettest du den benoetigten Betrag nicht decken koennen, und auch insgesamt gab es zu wenig Unterstuetzung, damit das Projekt im MES-Ranking weit nach oben kommt. Darum wurde 'Rampensau' letztlich nicht finanziert.","The project 'Rampensau' (031) costs 15000 CHF but had only 3 supporters. With your remaining budget of 473.0 CHF you could not cover the required amount, and overall there was too little support for the project to rank high enough in the MES allocation. Therefore, 'Rampensau' was not funded."
MAH,090,Charo – Kenya-Tag Winterthur ,EherJa,No,0.0,473.0,473.0,7539.0,"Das Projekt 'Charo – Kenya-Tag Winterthur ' (090) kostet 25486 CHF und hatte nur 3 Unterstuetzerinnen und Unterstuetzer. Mit deinem verbleibenden Budget von 473.0 CHF haette dein Beitrag allein nicht gereicht, um ein so teures Projekt noch entscheidend nach vorne zu bringen. Darum hat das MES andere Projekte gefoerdert, die entweder guenstiger waren oder von mehr Leuten unterstuetzt wurden.","The project 'Charo – Kenya-Tag Winterthur ' (090) costs 25486 CHF and had only 3 supporters. With your remaining budget of 473.0 CHF, your contribution alone was not enough to make a decisive difference for such an expensive project. For this reason, MES funded other projects that were either cheaper or supported by more people."
MAH,067,Inklusive Trommelgruppe mit Gebärdensprache-Übersetzung ,EherJa,No,0.0,473.0,473.0,7539.0,"Das Projekt 'Inklusive Trommelgruppe mit Gebaerdensprache-Uebersetzung' (067) kostet 12400 CHF, hatte aber nur 6 Unterstuetzerinnen und Unterstuetzer. Mit deinem restlichen Budget von 473.0 CHF kannst du dieses Projekt nicht mehr finanzieren. Zudem wurden zuerst andere Projekte mit mehr Unterstuetzung oder besserer Passung zum Gesamtbudget beruecksichtigt. Darum konnte dieses Projekt vom MES nicht finanziert werden.","The project 'Inclusive drum group with sign language translation' (067) costs 12400 CHF but had only 6 supporters. With your remaining budget of 473.0 CHF, you can no longer fund this project. In addition, other projects with more support or a better fit to the overall budget were prioritized first. For these reasons, this project could not be funded by MES."
MAH,136,CREAcTION,EherJa,No,0.0,473.0,473.0,7539.0,"Das Projekt 'CREAcTION' (136) kostet 40000 CHF und wurde nur von 3 Personen unterstuetzt. Mit deinem restlichen Budget von 473.0 CHF kannst du dieses Projekt leider nicht mehr finanzieren. Das MES foerdert zuerst Projekte, die genug Unterstuetzung haben und ins verfügbare Gesamtbudget passen. Darum ist 'CREAcTION' in dieser Runde nicht zum Zug gekommen.","The project 'CREAcTION' (136) costs 40000 CHF and was supported by only 3 people. With your remaining budget of 473.0 CHF, you can no longer finance this project. MES first funds projects that have enough support and that fit into the available overall budget. That is why 'CREAcTION' was not funded in this round."
MAH,018,Wald verbindet: Vielfalt erleben im Waldbad,EherJa,No,0.0,473.0,473.0,7539.0,"Das Projekt 'Wald verbindet: Vielfalt erleben im Waldbad' (018) kostet 1820 CHF, hatte aber nur 2 Unterstuetzerinnen und Unterstuetzer. Mit deinem restlichen Budget von 473.0 CHF haette deine Stimme allein nicht gereicht, um dieses eher teure Projekt mit so wenigen Unterstuetzenden nach vorne zu bringen. Darum wurde es im Verfahren der MES nicht beruecksichtigt.","The project 'Wald verbindet: Vielfalt erleben im Waldbad' (018) costs 1820 CHF but had only 2 supporters. With your remaining budget of 473.0 CHF, your vote alone was not enough to push this relatively expensive project with so few supporters above the funding line in the MES process. Therefore, it was not selected for funding."
MAH,076,BLIND DATE mit dem Tod - Eine Talkshow,EherJa,No,0.0,473.0,473.0,7539.0,"Das Projekt 'BLIND DATE mit dem Tod - Eine Talkshow' (076) kostet 29700 CHF. Dafuer gab es nur 1 Unterstuetzerin oder Unterstuetzer. Mit so wenig Unterstuetzung waere es im Vergleich zu anderen Projekten nicht fair gewesen, so viel Geld zu geben. Dein restliches Budget von 473.0 CHF haette auch nicht gereicht, um einen Unterschied zu machen. Darum wurde das Projekt vom MES nicht finanziert.","The project 'BLIND DATE mit dem Tod - Eine Talkshow' (076) costs 29700 CHF. It only had 1 supporter. With so little support, it would not have been fair to give so much money compared to other projects. Your remaining budget of 473.0 CHF also was not enough to make a difference. That is why the project was not funded by the MES."
PEO,095,Laternenumzug,Ja,Yes,760.0,7539.0,6779.0,7539.0,,
PEO,056,ANTE,EherJa,Yes,625.0,6779.0,6154.0,7539.0,,
PEO,019,Winterthur Unplugged Festival,Ja,Yes,1375.0,6154.0,4779.0,7539.0,,
PEO,129,"""Vitodura zu Besuch"" - Szenischer Vortrag (Arbeitstitel)",EherJa,Yes,1999.75,4779.0,2779.25,7539.0,,
PEO,040,15 Jahre Theater Ariane – wir feiern einen Begegnungsort,EherJa,Yes,2779.25,2779.25,0.0,7539.0,,
PEO,045,Don't be Cool – be Warm!,EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt 'Don't be Cool – be Warm!' (045) kostet 20000 CHF und hatte nur 4 Unterstuetzerinnen und Unterstuetzer. Im MES-Verfahren werden zuerst Projekte mit mehr Unterstuetzung und passender Finanzierung gewaehlt. Als ueber PEOs Budget verteilt wurde, war sein persoenliches Budget bereits auf 0.0 CHF, bevor dieses Projekt an der Reihe war. Darum konnte PEO dieses Projekt nicht mehr mitfinanzieren und es wurde am Schluss nicht vom MES beruecksichtigt.","The project 'Don't be Cool – be Warm!' (045) costs 20000 CHF and had only 4 supporters. In the MES process, projects with more support and fitting funding are selected first. By the time PEO’s share of the budget was allocated, their personal budget was already 0.0 CHF, before this project was considered. Therefore PEO could no longer co-fund this project, and in the end it was not funded by the MES."
PEO,104,Kreativwerkstatt,EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt 'Kreativwerkstatt' (104) wurde vom MES nicht finanziert. Dafuer gibt es zwei Gruende: Erstens haette das Projekt 30724 CHF gekostet, aber dein persoenliches Budget war bereits bei 0.0 CHF, du konntest also nichts mehr dazu beitragen. Zweitens hatte das Projekt nur 5 Unterstuetzerinnen und Unterstuetzer. Damit war es im Vergleich zu anderen Projekten zu teuer und zu wenig getragen, um noch ins ausgewaehlte Paket zu kommen.","The project 'Kreativwerkstatt' (104) was not funded by the MES. There are two reasons: First, the project would have cost 30724 CHF, but your personal budget was already at 0.0 CHF, so you could not contribute to it anymore. Second, the project had only 5 supporters. Compared with other projects, it was too expensive and had too little support to be included in the final funded package."
PEO,012,Tanzfest Winterthur 2026,EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt 'Tanzfest Winterthur 2026' (012) kostet 24000 CHF und hatte 4 Unterstuetzerinnen und Unterstuetzer. Damit es vom MES finanziert werden kann, muesste ein Teil dieses Betrags noch in deinem persoenlichen Budget liegen. Dein aktuelles Budget ist aber bereits 0.0 CHF. Weil du also kein Geld mehr frei hast, konnte das MES dieses Projekt in deiner Auswahl nicht mehr beruecksichtigen – unabhaengig davon, wie viele Unterstuetzerinnen und Unterstuetzer (4) es hat.","The project 'Tanzfest Winterthur 2026' (012) costs 24000 CHF and had 4 supporters. For it to be funded by the MES, part of this amount would still need to fit within your personal budget. However, your remaining budget is already 0.0 CHF. Because you have no money left to allocate, the MES could not include this project in your funded selection – regardless of the fact that it has 4 supporters and costs 24000 CHF."
PEO,033,"Tatort Töss – Ein interaktiver Kinderkrimi zum lesen, entdecken und ermitteln im Stadtraum Töss",EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt 'Tatort Töss – Ein interaktiver Kinderkrimi zum lesen, entdecken und ermitteln im Stadtraum Töss' (033) kostet 14000 CHF und hatte nur 4 Unterstuetzerinnen und Unterstuetzer. Dein persoenliches Budget ist bereits aufgebraucht (0.0 CHF), darum kannst du diesem Projekt nichts mehr zuteilen. Ohne genugend finanzielle Unterstuetzung aus den abgegebenen Budgets konnte das MES dieses Projekt nicht beruecksichtigen, auch wenn es spannend klingt.","The project 'Tatort Töss – An interactive children’s crime story to read, explore and investigate in the Töss urban area' (033) costs 14000 CHF and had only 4 supporters. Your personal budget is already fully used (0.0 CHF), so you cannot allocate anything more to this project. Without enough financial support from voters’ budgets, the MES could not fund this project, even though it sounds interesting."
PEO,112,Kulturnacht geht raus | Die Stadt ist unsere Bühne,EherJa,No,0.0,0.0,0.0,7539.0,Das Projekt 'Kulturnacht geht raus | Die Stadt ist unsere Buehne' (112) kostet 20000 CHF und hatte 4 Unterstuetzerinnen und Unterstuetzer. Du hast aber schon dein ganzes Budget verteilt und hast 0.0 CHF uebrig. Darum konnte dieses Projekt von dir nicht mehr mit Mitteln aus dem MES unterstuetzt werden.,"The project 'Kulturnacht geht raus | Die Stadt ist unsere Buehne' (112) costs 20000 CHF and had 4 supporters. However, you have already allocated your entire budget and have 0.0 CHF left. Therefore, this project could not be funded by you through the MES."
PEO,008,Clay connection - gemeinsam töpfern.,Ja,No,0.0,0.0,0.0,7539.0,"Das Projekt 'Clay connection - gemeinsam töpfern.' (008) kostet 10400 CHF und hatte nur 3 supporters. Mit so wenigen Stimmen reichte die Unterstuetzung im Vergleich zu anderen Projekten nicht aus, um einen Platz in der Foerderung zu erhalten. Zudem ist dein persoenliches Budget bereits auf 0.0 CHF, du konntest dieses Projekt also selber nicht mehr mitfinanzieren. Darum wurde es vom MES nicht gefoerdert.","The project 'Clay connection - gemeinsam töpfern.' (008) costs 10400 CHF and had only 3 supporters. With so few votes, its support was not strong enough compared to other projects to receive funding. In addition, your personal budget is already 0.0 CHF, so you could not help fund this project yourself. For these reasons, it was not funded by the MES."
PEO,089,Winterthurer Druckwoche,EherJa,No,0.0,0.0,0.0,7539.0,"PEO, du chasch d'Idee vo de «Winterthurer Druckwoche» (089) sicher spannend finde. S Projekt hätt 15000 CHF kostet und nume 3 Unterstützer gha. Mit so wenige Unterstützigi isch s Schwierig gsi, s Projekt als Priorität z'werte, vor allem will dini verbliebeni Budget zum Ziitpunkt vo dr Entscheidig scho bi 0.0 CHF gsi isch. Drum hät s MES das Projekt am Schluss nöd meh chönne finanziere.","PEO, you might find the idea of the “Winterthur Printing Week” (089) interesting. The project cost 15000 CHF and had only 3 supporters. With so few supporters, it was hard to treat the project as a priority, especially because your remaining budget was already 0.0 CHF at the time of the decision. For these reasons, the MES could not fund this project."
PEO,067,Inklusive Trommelgruppe mit Gebärdensprache-Übersetzung ,EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt 'Inklusive Trommelgruppe mit Gebaerdensprache-Uebersetzung' (067) kostet 12400 CHF und hatte 6 Unterstuetzerinnen und Unterstuetzer. Beim Verteilen der Mittel wurden zuerst andere Projekte mit mehr Unterstuetzung oder passenderer Kosten-Nutzen-Relation finanziert. Als dieses Projekt an der Reihe gewesen waere, war dein persoenliches Budget bereits aufgebraucht (dein restliches Budget: 0.0 CHF). Darum konntest du dieses Projekt nicht mehr mitfinanzieren und es wurde vom MES in dieser Runde nicht gefoerdert.","The project 'Inclusive drum group with sign language translation' (067) costs 12400 CHF and had 6 supporters. When the funds were allocated, other projects with higher support or a better cost–benefit relation were funded first. By the time this project would have been considered, your personal budget was already used up (your remaining budget: 0.0 CHF). Therefore, you could not co-fund this project, and it was not funded by the MES in this round."
PEO,136,CREAcTION,EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt 'CREAcTION' (136) mit Kosten von 40000 CHF und 3 Supporter:innen wurde vom MES nicht finanziert, weil es im Vergleich zu anderen Projekten zu wenig Unterstuetzung erhalten hat. Bei nur 3 Supporter:innen floss ein grosser Teil der verfuegbaren Mittel in Projekte mit mehr Rueckhalt. Dein eigenes Budget ist bereits voll vergeben (0.0 CHF uebrig), darum konntest du dem Projekt auch keinen zusaetzlichen Beitrag mehr geben. So blieb nicht genug Budget uebrig, um ein so teures Projekt wie 'CREAcTION' fuer 40000 CHF zu finanzieren.","The project 'CREAcTION' (136) with a cost of 40000 CHF and 3 supporters was not funded by the MES because, compared to other projects, it received too little support. With only 3 supporters, a large share of the available funds went to projects with stronger backing. Your own budget is already fully allocated (0.0 CHF remaining), so you could not add any further contribution to this project. As a result, there was not enough budget left to finance an expensive project like 'CREAcTION' for 40000 CHF."
PEO,007,SubRock,EherJa,No,0.0,0.0,0.0,7539.0,"Das Projekt SubRock (007) kostet 7000 CHF und hatte nur 4 supporters. Damit war es im Vergleich zu anderen Projekten zu teuer pro Person, die es unterstuetzt hat. Ausserdem ist dein persoenliches Budget schon bei 0.0 CHF, du konntest also nichts mehr dazu beitragen. Darum wurde SubRock (007) vom MES nicht finanziert.","The project SubRock (007) costs 7000 CHF and had only 4 supporters. Compared to other projects, it was too expensive for the small number of people backing it. In addition, your personal budget is already at 0.0 CHF, so you could not contribute anything to it. For these reasons, SubRock (007) was not funded by the MES."
THB,095,Laternenumzug,EherJa,Yes,380.0,7539.0,7159.0,7539.0,,
THB,129,"""Vitodura zu Besuch"" - Szenischer Vortrag (Arbeitstitel)",Ja,Yes,3999.5,7159.0,3159.5,7539.0,,
THB,040,15 Jahre Theater Ariane – wir feiern einen Begegnungsort,EherJa,Yes,3159.5,3159.5,0.0,7539.0,,
THB,045,Don't be Cool – be Warm!,Ja,No,0.0,0.0,0.0,7539.0,"Das Projekt 'Don't be Cool – be Warm!' (045) wurde nicht finanziert, weil du kein Budget mehr ubrig hattest (dein restliches Budget war 0.0 CHF). Ausserdem hatte das Projekt nur 4 Unterstuetzerinnen und Unterstuetzer, was im Vergleich zu anderen Projekten relativ wenig ist. Bei Kosten von 20000 CHF haette dein fehlendes Budget zusammen mit der geringen Unterstuetzung nicht gereicht, damit das Projekt von der MES beruecksichtigt wird.","The project 'Don't be Cool – be Warm!' (045) was not funded because you had no budget left (your remaining budget was 0.0 CHF). In addition, the project had only 4 supporters, which is quite low compared to other projects. With a cost of 20000 CHF, your lack of remaining budget together with the low number of supporters was not enough for MES to select this project for funding."
THB,081,Die grösste Wandzeitung Winterthurs,Ja,No,0.0,0.0,0.0,7539.0,"Das Projekt ""Die groesste Wandzeitung Winterthurs"" (081) kostet 7330 CHF und hatte 4 Supporter. Damit es vom MES finanziert wird, muessten genug Stimmberechtigte einen Teil von ihrem Budget dafuer reservieren. In deinem Fall war dein persoenliches Budget schon komplett auf andere Projekte verteilt (verbleibendes Budget: 0.0 CHF). Darum konntest du dieses Projekt nicht mehr unterstuetzen, und insgesamt kamen nicht genug Mittel und Unterstuetzungen zusammen, damit das MES es finanzieren konnte.","The project ""Die groesste Wandzeitung Winterthurs"" (081) costs 7330 CHF and had 4 supporters. For it to be funded by the MES, enough voters would have had to reserve part of their budget for it. In your case, your personal budget was already fully allocated to other projects (remaining budget: 0.0 CHF). Because of this, you could no longer support the project, and overall there were not enough funds and supporters for the MES to finance it."
